Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-03-31,301,1:54:00 AM,Saturday,Queen and Sherbourne,Held By,21,30,E/B,4125
2018-03-31,506,6:46:00 AM,Saturday,College and Lansdowne,Mechanical,8,16,E/B,7809
2018-03-31,506,6:52:00 AM,Saturday,Carlton and Jarvis,Held By,58,66,E/B,7790
2018-03-31,511,9:27:00 AM,Saturday,bathurst/adelaide,Mechanical,24,29,N/B,4184
2018-03-31,510,9:47:00 AM,Saturday,spadina station,Mechanical,4,8,S/B,4432
2018-03-31,505,10:19:00 AM,Saturday,Ossington Ave,Mechanical,9,18,E/B,1819
2018-03-31,501,10:29:00 AM,Saturday,Neville Park,Mechanical,10,20,W/B,4049
2018-03-31,512,10:30:00 AM,Saturday,Oakwood Loop,Mechanical,4,8,W/B,4032
2018-03-31,504,10:50:00 AM,Saturday,Roncesvalles at Marion,Emergency Services,19,26,W/B,4467
2018-03-31,506,11:43:00 AM,Saturday,Gerrard and Broadview,Utilized Off Route,6,12,E/B,1388
2018-03-31,506,11:52:00 AM,Saturday,Gunns Loop,Mechanical,54,8,E/B,4101
2018-03-31,505,12:45:00 PM,Saturday,dundas west ststion,Mechanical,5,10,W/B,7773
2018-03-31,504,12:48:00 PM,Saturday,King and Fraser,Investigation,6,12,E/B,4417
2018-03-31,514,12:48:00 PM,Saturday,King and Dufferin,Diversion,12,24,E/B,4406
2018-03-31,514,1:00:00 PM,Saturday,King and Sumach,Utilized Off Route,12,24,E/B,4447
2018-03-31,506,2:49:00 PM,Saturday,Main Station,Investigation,6,12,W/B,7809
2018-03-31,504,3:10:00 PM,Saturday,King and Parliament,Mechanical,5,10,E/B,4453
2018-03-31,504,3:55:00 PM,Saturday,Broadview Station,General Delay,5,20,B/W,4409
2018-03-31,506,4:12:00 PM,Saturday,College @ Augusta,Investigation,5,10,E/B,1215
2018-03-31,506,4:15:00 PM,Saturday,College @ Spadina,Utilized Off Route,5,10,E/B,7864
2018-03-31,506,4:15:00 PM,Saturday,Gerrard @ Broadview,Utilized Off Route,5,10,E/B,7763
2018-03-31,504,4:23:00 PM,Saturday,Roncesvalled and Queen,Mechanical,5,10,W/B,4445
2018-03-31,505,4:25:00 PM,Saturday,Broadview Stn,Investigation,4,8,W/B,7781
2018-03-31,501,4:36:00 PM,Saturday,Queen and Kingston rd,Mechanical,6,12,E/B,4200
2018-03-31,501,5:10:00 PM,Saturday,Longbranch Loop,Utilized Off Route,5,10,E/B,7952
2018-03-31,501,5:10:00 PM,Saturday,Longbranch loop,Utilized Off Route,5,10,E/B,8358
2018-03-31,501,5:10:00 PM,Saturday,Dufferin and Peels st,Utilized Off Route,5,10,W/B,8207
2018-03-31,501,5:10:00 PM,Saturday,Queen and Dufferin,Utilized Off Route,5,10,E/B,7925
2018-03-31,504,5:15:00 PM,Saturday,King and Spadina,Mechanical,6,12,W/B,4146
2018-03-31,807,6:05:00 PM,Saturday,Bloor @ Church,Emergency Services,5,8,W/B,7763
2018-03-31,501,6:15:00 PM,Saturday,Dufferin and Peel st,Utilized Off Route,5,10,W/B,7956
2018-03-31,501,6:15:00 PM,Saturday,Dufferin and Peel st,Utilized Off Route,5,10,W/B,1251
2018-03-31,504,6:34:00 PM,Saturday,Broadview and Dundas,Mechanical,5,10,W/B,4176
2018-03-31,501,7:26:00 PM,Saturday,Queen and Connaught,Mechanical,6,12,E/B,4105
2018-03-31,512,7:33:00 PM,Saturday,St Clair Stn @ Yonge,Mechanical,6,12,W/B,4454
2018-03-31,512,8:15:00 PM,Saturday,St Clair Stn @ Yonge,Mechanical,6,12,W/B,4429
2018-03-31,511,8:19:00 PM,Saturday,Adelaide,Mechanical,8,16,N/B,4143
2018-03-31,504,10:15:00 PM,Saturday,Parliament S/B  of Queen,Mechanical,7,14,S/B,4437
2018-04-01,504,12:55:00 AM,Sunday,Broadview Station,Mechanical,10,20,E/B,4180
2018-04-01,504,6:44:00 AM,Sunday,Parliament,General Delay,8,16,E/B,4454
2018-04-01,501,6:48:00 AM,Sunday,Neville Loop,Mechanical,8,16,W/B,4232
2018-04-01,504,7:08:00 AM,Sunday,King and Duffering,General Delay,8,16,W/B,4402
2018-04-01,501,8:03:00 AM,Sunday,Shaw,Mechanical,8,22,W/B,4153
2018-04-01,511,8:17:00 AM,Sunday,Bathurst and King,Mechanical,6,12,S/B,4199
2018-04-01,514,8:55:00 AM,Sunday,Dufferin and King,General Delay,15,30,W/B,4435
2018-04-01,504,9:23:00 AM,Sunday,Roncesvalles and Queen,General Delay,8,16,W/B,4430
2018-04-01,510,9:46:00 AM,Sunday,Spadina Stn,Mechanical,4,8,N/B,4464
2018-04-01,504,10:30:00 AM,Sunday,Roncy and Queen,Utilized Off Route,6,12,W/B,4410
2018-04-01,514,11:15:00 AM,Sunday,Parliament and King,Utilized Off Route,11,22,E/B,4448
2018-04-01,504,11:20:00 AM,Sunday,Roncy and Queen,General Delay,8,16,W/B,4456
2018-04-01,501,11:29:00 AM,Sunday,Beverly,Investigation,14,22,W/B,4141
2018-04-01,504,11:57:00 AM,Sunday,Parliament and King,General Delay,7,14,E/B,4429
2018-04-01,511,12:22:00 PM,Sunday,King,Investigation,27,32,S/B,4120
2018-04-01,510,12:35:00 PM,Sunday,College,Mechanical,38,42,S/B,4467
2018-04-01,501,12:51:00 PM,Sunday,Roncesvalles and Queen,Mechanical,7,14,W/B,4200
2018-04-01,504,1:09:00 PM,Sunday,King and Portland,General Delay,18,26,W/B,4402
2018-04-01,504,1:09:00 PM,Sunday,King and Portland,Investigation,18,26,W/B,4402
2018-04-01,514,1:09:00 PM,Sunday,King and Portland,Held By,11,22,W/B,4448
2018-04-01,501,4:16:00 PM,Sunday,Neville park to Kingston road,General Delay,5,10,B/W,4193
2018-04-01,501,6:01:00 PM,Sunday,Longbranch and lakeshore,Mechanical,7,14,W/B,8015
2018-04-01,501,6:10:00 PM,Sunday,Queensway and Glendale,Mechanical,5,10,W/B,4032
2018-04-01,506,11:24:00 PM,Sunday,Main Stn,Mechanical,10,20,W/B,8118
2018-04-02,501,12:26:00 AM,Monday,lakeshore and mimico,Mechanical,10,20,W/B,8062
2018-04-02,301,2:45:00 AM,Monday,,Utilized Off Route,10,20,W/B,7945
2018-04-02,501,4:44:00 AM,Monday,Queen and Connaught,Mechanical,12,24,W/B,4247
2018-04-02,501,6:23:00 AM,Monday,Queensways and South Kingsway,Mechanical,6,12,E/B,4204
2018-04-02,514,6:47:00 AM,Monday,Leslie Barns,Late Leaving Garage,8,16,W/B,4449
2018-04-02,506,6:48:00 AM,Monday,College and Spadina,Mechanical,5,10,WB,7860
2018-04-02,510,7:00:00 AM,Monday,Leslie Barns,Late Leaving Garage,5,10,W/B,4465
2018-04-02,510,7:08:00 AM,Monday,Leslie Barns,Late Leaving Garage,5,10,W/B,4451
2018-04-02,510,7:23:00 AM,Monday,Leslie Barns,Late Leaving Garage,5,10,W/B,4458
2018-04-02,506,9:06:00 AM,Monday,Main Station,Mechanical,4,8,WB,1395
2018-04-02,506,9:24:00 AM,Monday,Main Station,Mechanical,4,8,WB,7842
2018-04-02,505,10:54:00 AM,Monday,Dundas & University,Investigation,4,8,E/B,8170
2018-04-02,501,1:04:00 PM,Monday,Queen and Simcoe,Mechanical,5,9,W/B,4101
2018-04-02,511,2:20:00 PM,Monday,Bathurst/Queen,Mechanical,10,15,N/B,4115
2018-04-02,511,2:25:00 PM,Monday,Bathurst/Queen,Mechanical,5,10,N/B,4110
2018-04-02,504,2:32:00 PM,Monday,King/Roncesvalles,Mechanical,4,8,W/B,4051
2018-04-02,514,3:49:00 PM,Monday,King and Spadina,Mechanical,9,18,E/B,4402
2018-04-02,501,3:59:00 PM,Monday,Queensway Garage,Mechanical,6,13,,8028
2018-04-02,501,4:29:00 PM,Monday,Queen and Waverley,Investigation,71,75,E/B,4077
2018-04-02,506,4:40:00 PM,Monday,Gerrard @ Woodbine,Utilized Off Route,4,8,E/B,7883
2018-04-02,506,4:40:00 PM,Monday,Gerrard @ Coxwell,Utilized Off Route,4,8,E/B,1663
2018-04-02,501,4:47:00 PM,Monday,Queen and Waverley,Investigation,71,75,E/B,4077
2018-04-02,505,5:08:00 PM,Monday,Dundas and Ossington,Mechanical,4,8,W/B,8218
2018-04-02,505,5:43:00 PM,Monday,Dundas and Brock,Investigation,4,8,E/B,1751
2018-04-02,511,6:20:00 PM,Monday,Bathurst STN,Mechanical,6,12,S/B,4046
2018-04-02,506,6:57:00 PM,Monday,Parliament south of Carlton,Investigation,4,8,N/B,9206
2018-04-02,506,7:27:00 PM,Monday,Upper Gerrard & Bowmore,Mechanical,4,8,W/B,1408
2018-04-02,501,8:42:00 PM,Monday,Queen and broadview,Mechanical,5,10,W/B,4202
2018-04-02,511,9:27:00 PM,Monday,Bathurst and Fort York,Held By,99,26,N/B,4050
2018-04-02,501,9:32:00 PM,Monday,Queen and Lee,Mechanical,5,10,W/B,4214
2018-04-03,301,2:44:00 AM,Tuesday,Queensway and ellis,Utilized Off Route,9,18,E/B,8040
2018-04-03,502,4:23:00 AM,Tuesday,Kingston st and Columbine,Diversion,142,154,B/W,7760
2018-04-03,503,5:56:00 AM,Tuesday,Kingston Rd & Queen,Diversion,258,267,E/B,4075
2018-04-03,504,5:56:00 AM,Tuesday,Queen & King,Mechanical,4,8,E/B,4169
2018-04-03,504,6:01:00 AM,Tuesday,Broadview and Queen,Mechanical,10,16,W/B,4065
2018-04-03,505,6:04:00 AM,Tuesday,Broadview stn,Mechanical,5,10,W/B,7879
2018-04-03,504,6:13:00 AM,Tuesday,Broadview and Queen,Mechanical,10,16,W/B,4185
2018-04-03,504,7:46:00 AM,Tuesday,Roncy & Queen,Mechanical,10,14,E/B,4020
2018-04-03,512,8:06:00 AM,Tuesday,Yonge and St Clair,General Delay,15,18,E/B,4146
2018-04-03,504,8:28:00 AM,Tuesday,King & George,Held By,27,33,W/B,4460
2018-04-03,514,8:28:00 AM,Tuesday,King & George,Investigation,27,37,W/B,4423
2018-04-03,501,8:37:00 AM,Tuesday,Queen and Winneva,Mechanical,6,12,W/B,4090
2018-04-03,512,8:49:00 AM,Tuesday,St Clair West,Investigation,7,10,E/B,4463
2018-04-03,501,9:09:00 AM,Tuesday,Bathurst to Yonge st,General Delay,9,15,E/B,4125
2018-04-03,512,10:02:00 AM,Tuesday,Boon ave and St Clair,Mechanical,8,11,W/B,4408
2018-04-03,501,10:14:00 AM,Tuesday,Queen and Connaught,Mechanical,6,12,W/B,4236
2018-04-03,512,11:46:00 AM,Tuesday,"St Clair west stn,",Investigation,9,12,W/B,4413
2018-04-03,505,12:03:00 PM,Tuesday,Dundas West Station,Mechanical,5,10,E/B,1673
2018-04-03,506,12:26:00 PM,Tuesday,Elizabeth and College,Investigation,3,6,E/B,8931
2018-04-03,511,12:28:00 PM,Tuesday,CNE Loop,Mechanical,7,14,S/B,4186
2018-04-03,506,12:49:00 PM,Tuesday,Sorouren and College,Mechanical,3,6,W/B,8168
2018-04-03,504,12:59:00 PM,Tuesday,Roncy and Queen,General Delay,5,10,W/B,4460
2018-04-03,504,1:00:00 PM,Tuesday,Roncy and Queen,General Delay,5,10,W/B,4041
2018-04-03,504,2:09:00 PM,Tuesday,Parliament and King,General Delay,5,10,E/B,4447
2018-04-03,504,2:31:00 PM,Tuesday,Roncy and Queen,General Delay,5,10,W/B,4440
2018-04-03,501,2:35:00 PM,Tuesday,Lakeshore and Superior,Investigation,8,15,W/B,8052
2018-04-03,501,3:03:00 PM,Tuesday,Lakeshore and 37th,Investigation,1,1,E/B,8040
2018-04-03,511,3:07:00 PM,Tuesday,Bathurst/Nassau,Investigation,14,19,N/B,4014
2018-04-03,501,3:57:00 PM,Tuesday,Queen and Woodbine,Mechanical,30,34,E/B,4251
2018-04-03,504,4:24:00 PM,Tuesday,King and Parliament,General Delay,5,10,E/B,4426
2018-04-03,512,5:01:00 PM,Tuesday,Laughton and St Clair,Emergency Services,13,17,W/B,4461
2018-04-03,501,5:38:00 PM,Tuesday,Queen and Church,Mechanical,5,9,E/B,4135
2018-04-03,504,5:47:00 PM,Tuesday,Roncy and Queen,General Delay,5,10,W/B,4438
2018-04-03,503,5:56:00 PM,Tuesday,Chuch,General Delay,12,24,W/B,4048
2018-04-03,502,6:19:00 PM,Tuesday,Kingston Rd. and Beech,Investigation,12,24,W/B,7844
2018-04-03,514,6:28:00 PM,Tuesday,Springhurst Loop,Held By,8,17,W/B,4467
2018-04-03,501,7:10:00 PM,Tuesday,Queensway and S. Kingsway,Mechanical,1,1,W/B,4203
2018-04-03,504,7:16:00 PM,Tuesday,Roncy and King,General Delay,5,10,W/B,4024
2018-04-03,504,7:44:00 PM,Tuesday,Roncy and Queen,General Delay,5,10,W/B,4423
2018-04-03,504,7:45:00 PM,Tuesday,Parliament and King,General Delay,5,10,E/B,4110
2018-04-03,512,8:04:00 PM,Tuesday,St. Clair and Robina,Mechanical,14,20,E/B,4121
2018-04-03,509,8:39:00 PM,Tuesday,Bathurst and Fleet,Held By,48,51,W/B,4412
2018-04-03,501,9:06:00 PM,Tuesday,Queen and yonge,Investigation,36,41,E/B,4066
2018-04-03,506,9:21:00 PM,Tuesday,Main Stn,Mechanical,5,10,W/B,7775
2018-04-03,505,9:27:00 PM,Tuesday,Bay and dundas,Utilized Off Route,6,12,E/B,8962
2018-04-03,501,9:28:00 PM,Tuesday,Windermere and lakeshore,Utilized Off Route,8,16,E/B,8090
2018-04-03,505,9:30:00 PM,Tuesday,Queen and spadina,Utilized Off Route,6,12,E/B,8366
2018-04-03,501,9:49:00 PM,Tuesday,Queen and parliament,Mechanical,5,10,W/B,4053
2018-04-03,501,10:52:00 PM,Tuesday,Queen and shaw,Mechanical,5,10,W/B,4243
2018-04-03,511,10:59:00 PM,Tuesday,King and Bathurst,Utilized Off Route,6,12,W/B,4037
2018-04-04,304,2:36:00 AM,Wednesday,Broadview & Queen,Investigation,30,60,W/B,4452
2018-04-04,512,4:26:00 AM,Wednesday,Queen and Bathurst,Investigation,11,1,W/B,4463
2018-04-04,501,4:42:00 AM,Wednesday,Queen and Roncesvalles,Utilized Off Route,20,50,E/B,8433
2018-04-04,512,5:48:00 AM,Wednesday,St Clair and Bathurst,Mechanical,10,15,W/B,4152
2018-04-04,512,5:53:00 AM,Wednesday,Bathurst and St. Clair,Mechanical,3,6,W/B,4065
2018-04-04,509,5:54:00 AM,Wednesday,CNE Loop,Mechanical,6,12,W/B,4413
2018-04-04,506,6:13:00 AM,Wednesday,Birchmount div.,Late Leaving Garage,3,6,W/B,8137
2018-04-04,504,6:35:00 AM,Wednesday,Queen and Broadview,Late Leaving Garage,33,39,W/B,4057
2018-04-04,504,6:40:00 AM,Wednesday,Queen and Broadview,Late Leaving Garage,25,31,W/B,4020
2018-04-04,504,6:45:00 AM,Wednesday,King and Toronto,Emergency Services,4,11,W/B,4176
2018-04-04,514,6:45:00 AM,Wednesday,King and Toronto,Emergency Services,8,15,W/B,4449
2018-04-04,504,6:57:00 AM,Wednesday,Queen and Broadview,Mechanical,11,17,W/B,4023
2018-04-04,504,7:19:00 AM,Wednesday,King & Bathurst,Investigation,4,8,W/B,4171
2018-04-04,503,7:22:00 AM,Wednesday,Queen and Kingston,Mechanical,11,23,E/B,4074
2018-04-04,503,8:30:00 AM,Wednesday,Kingston & Lee,Held By,36,48,W/B,4192
2018-04-04,509,8:37:00 AM,Wednesday,Queens Quay and Spadina,Overhead - Pantograph,11,17,B/W,4432
2018-04-04,502,8:38:00 AM,Wednesday,Queen and Carlaw,Mechanical,12,24,W/B,7791
2018-04-04,510,8:38:00 AM,Wednesday,Spadina & King,Overhead - Pantograph,10,14,N/B,4441
2018-04-04,504,8:55:00 AM,Wednesday,King and Bathurst,Mechanical,4,8,W/B,4091
2018-04-04,510,8:56:00 AM,Wednesday,King St and Spadian Av,Late Leaving Garage,6,9,N/B,4407
2018-04-04,506,9:31:00 AM,Wednesday,Sherebourne and Gerrard,Investigation,3,6,E/B,1253
2018-04-04,505,9:39:00 AM,Wednesday,Dundas & Dovercourt,Mechanical,4,8,W/B,1670
2018-04-04,503,10:04:00 AM,Wednesday,King & Charlotte,Held By,8,17,E/B,4192
2018-04-04,504,10:04:00 AM,Wednesday,King and Charlotte,Held By,4,15,B/W,4140
2018-04-04,514,10:04:00 AM,Wednesday,King and Charlottle,Held By,10,21,B/W,4465
2018-04-04,511,10:58:00 AM,Wednesday,Bathurst & Nassau,Mechanical,5,12,S/B,4170
2018-04-04,514,12:05:00 PM,Wednesday,King & Sherbourne,Held By,8,18,W/B,4449
2018-04-04,504,12:05:00 PM,Wednesday,King & Sherbourne,Investigation,8,12,W/B,4430
2018-04-04,503,1:25:00 PM,Wednesday,Kingston and Queen,Investigation,9,18,E/B,4154
2018-04-04,510,1:50:00 PM,Wednesday,Spadina/Dundas,Mechanical,4,8,S/B,4451
2018-04-04,510,2:02:00 PM,Wednesday,Spadina stn,Mechanical,5,10,S/B,4433
2018-04-04,501,2:04:00 PM,Wednesday,Queen and Jones,Held By,14,19,E/B,4249
2018-04-04,503,2:08:00 PM,Wednesday,Queen/Jones,Investigation,30,39,B/W,4154
2018-04-04,501,2:12:00 PM,Wednesday,Humberloop and Queensway,Mechanical,85,90,W/B,4232
2018-04-04,504,2:13:00 PM,Wednesday,Roncesvalles/Garden,Investigation,28,33,W/B,4171
2018-04-04,506,2:34:00 PM,Wednesday,High Park Stn.,Mechanical,4,8,W/B,1411
2018-04-04,505,2:48:00 PM,Wednesday,Dundas/Spadina,Investigation,5,10,E/B,8186
2018-04-04,504,3:03:00 PM,Wednesday,King/portland,Mechanical,4,8,E/B,4090
2018-04-04,506,3:05:00 PM,Wednesday,WB Gerrard at Degrassi,Emergency Services,4,8,W/B,9203
2018-04-04,504,3:59:00 PM,Wednesday,Queen/Broadview,Late Leaving Garage,2,5,E/B,4185
2018-04-04,501,3:59:00 PM,Wednesday,Queen and Ossington,Investigation,33,37,W/B,4143
2018-04-04,509,4:37:00 PM,Wednesday,Queens Quay/Spadina,Mechanical,108,113,B/W,4410
2018-04-04,510,4:37:00 PM,Wednesday,Spadina and Front,Diversion,119,123,S/B,4441
2018-04-04,503,5:07:00 PM,Wednesday,Charlotte loop,Diversion,75,84,W/B,503
2018-04-04,514,5:13:00 PM,Wednesday,King/Church,Held By,7,16,W/B,4014
2018-04-04,512,5:14:00 PM,Wednesday,WB St.Clair at Glenholme,Investigation,10,13,W/B,4086
2018-04-04,514,5:50:00 PM,Wednesday,King and Jarvis,Investigation,5,10,E/B,4423
2018-04-04,514,5:50:00 PM,Wednesday,King and Jarvis,Held By,4,8,W/B,4423
2018-04-04,501,6:27:00 PM,Wednesday,Windermere and the Queensway,Mechanical,5,9,E/B,4160
2018-04-04,504,7:27:00 PM,Wednesday,King and Peter,General Delay,8,16,W/B,4430
2018-04-04,506,7:58:00 PM,Wednesday,High Park Stn.,Emergency Services,4,8,W/B,8156
2018-04-04,501,8:12:00 PM,Wednesday,Neville loop,Mechanical,4,8,W/B,4126
2018-04-04,504,8:30:00 PM,Wednesday,King & Yonge,General Delay,5,10,,
2018-04-04,504,8:35:00 PM,Wednesday,King & Spencer,Mechanical,5,10,W/B,4111
2018-04-04,501,8:36:00 PM,Wednesday,longbranch loop,Mechanical,8,16,E/B,8430
2018-04-04,506,9:05:00 PM,Wednesday,High Park Stn,Mechanical,5,10,E/B,1076
2018-04-04,501,9:14:00 PM,Wednesday,Kingston rad and queen,Mechanical,5,10,W/B,4229
2018-04-04,805,10:24:00 PM,Wednesday,Fleet east of Bathurst,Investigation,59,62,E/B,4098
2018-04-04,504,10:41:00 PM,Wednesday,King & Bathurst,Mechanical,29,37,W/B,4110
2018-04-05,501,1:00:00 AM,Thursday,Queensway and ellis,Held By,8,16,E/B,8014
2018-04-05,504,6:04:00 AM,Thursday,King & Jarvis,Mechanical,8,16,E/B,4184
2018-04-05,511,6:09:00 AM,Thursday,King and Bathurst,Mechanical,5,9,W/B,4001
2018-04-05,501,6:17:00 AM,Thursday,Queen and Bolton,Mechanical,6,12,W/B,4226
2018-04-05,504,6:28:00 AM,Thursday,Broadview and Queen,Late Leaving Garage,4,8,W/B,4032
2018-04-05,504,6:28:00 AM,Thursday,Broadview and Queen,Late Leaving Garage,4,8,W/B,4192
2018-04-05,514,6:40:00 AM,Thursday,Leslie Barns,Late Leaving Garage,7,16,W/B,4441
2018-04-05,510,6:48:00 AM,Thursday,Leslie Barns,Late Leaving Garage,8,12,W/B,4419
2018-04-05,501,6:52:00 AM,Thursday,Queen and Yonge st,Utilized Off Route,6,12,E/B,4081
2018-04-05,506,7:03:00 AM,Thursday,Birchmount garage,Late Leaving Garage,3,6,W/B,8954
2018-04-05,510,7:15:00 AM,Thursday,Leslie Barns,Late Leaving Garage,8,12,W/B,4444
2018-04-05,501,7:55:00 AM,Thursday,Queen and Connaught,Mechanical,6,12,E/B,4066
2018-04-05,514,8:00:00 AM,Thursday,Springhurst Loop,Held By,8,18,E/B,4412
2018-04-05,501,8:16:00 AM,Thursday,Queen and Connaught,Mechanical,6,12,E/B,4051
2018-04-05,512,8:42:00 AM,Thursday,Landsdown and St Clair,Mechanical,13,16,E/B,4448
2018-04-05,501,9:37:00 AM,Thursday,Longbranch Loop,Mechanical,6,12,E/B,8432
2018-04-05,505,10:09:00 AM,Thursday,Dundas at McCaul,Mechanical,4,8,W/B,1679
2018-04-05,506,10:16:00 AM,Thursday,Grace and College,Investigation,3,69,E/B,1073
2018-04-05,501,10:20:00 AM,Thursday,Queen and Connaught,Mechanical,6,12,W/B,4237
2018-04-05,511,10:46:00 AM,Thursday,Bathurst at Dundas,Held By,7,14,S/B,4037
2018-04-05,512,10:49:00 AM,Thursday,Bathurst and Dundas,Mechanical,1,1,S/B,4450
2018-04-05,505,11:17:00 AM,Thursday,Dundas At Lansdowne,Mechanical,4,8,W/B,8395
2018-04-05,506,12:24:00 PM,Thursday,Degrassi and Gerrard,Mechanical,3,6,E/B,8158
2018-04-05,512,2:33:00 PM,Thursday,St.Clair and Bathurst,Late Leaving Garage,3,6,E/B,4152
2018-04-05,501,2:51:00 PM,Thursday,Parkside and the Queensway,Mechanical,5,9,W/B,4249
2018-04-05,50,3:00:00 PM,Thursday,Yonge St and Queen,Mechanical,5,10,W/B,4228
2018-04-05,506,3:03:00 PM,Thursday,Main Station,Investigation,4,8,B/W,8935
2018-04-05,512,3:13:00 PM,Thursday,St.Clair and Bathurst,Late Leaving Garage,3,6,N/B,4126
2018-04-05,506,3:23:00 PM,Thursday,Carlton and Jarvis,Investigation,4,8,E/B,1056
2018-04-05,504,3:30:00 PM,Thursday,Russell Yard,Late Leaving Garage,4,8,W/B,4040
2018-04-05,504,3:46:00 PM,Thursday,Broadview/Queen,Late Leaving Garage,2,5,W/B,4202
2018-04-05,501,4:14:00 PM,Thursday,windermere and the Queensway,Mechanical,4,9,E/B,4228
2018-04-05,501,4:30:00 PM,Thursday,Queen and Connaught,Mechanical,5,9,E/B,4218
2018-04-05,511,4:43:00 PM,Thursday,cne loop,Mechanical,5,10,N/B,4042
2018-04-05,201,4:48:00 PM,Thursday,Roncesvalles and Queen,Mechanical,5,10,E/B,4240
2018-04-05,505,4:49:00 PM,Thursday,Dundas West STN,Mechanical,6,12,W/B,8348
2018-04-05,501,4:51:00 PM,Thursday,Connaught and Queen,Mechanical,5,10,E/B,4051
2018-04-05,501,5:25:00 PM,Thursday,Roncesvalles and Queen,Mechanical,5,10,E/B,4236
2018-04-05,501,5:35:00 PM,Thursday,Sackville and Queen,Mechanical,5,10,W/B,4232
2018-04-05,501,6:01:00 PM,Thursday,Humber Loop,General Delay,16,20,W/B,4185
2018-04-05,501,6:44:00 PM,Thursday,Dufferin and Queen,Mechanical,5,10,W/B,4230
2018-04-05,506,8:45:00 PM,Thursday,River and Gerrard,Utilized Off Route,8,16,W/B,7868
2018-04-05,501,8:57:00 PM,Thursday,Ellis and the queensway,Mechanical,8,16,E/B,7948
2018-04-05,501,9:08:00 PM,Thursday,Broadview and Queen,Mechanical,5,10,E/B,4091
2018-04-05,506,9:49:00 PM,Thursday,Carlton and Church,Mechanical,8,16,E/B,8102
2018-04-05,511,11:04:00 PM,Thursday,bathurst/queen,Investigation,24,30,N/B,4134
2018-04-06,509,5:45:00 AM,Friday,Queen at King,Investigation,6,12,W/B,4426
2018-04-06,506,6:05:00 AM,Friday,Broadview and Gerrard,Mechanical,3,6,E/B,1236
2018-04-06,504,6:21:00 AM,Friday,Broadview And Queen,Late Leaving Garage,4,8,W/B,4032
2018-04-06,504,6:22:00 AM,Friday,Broadview and Queen,Late Leaving Garage,4,8,W/B,4132
2018-04-06,511,6:23:00 AM,Friday,Bathurst And King,Late Leaving Garage,5,10,W/B,4178
2018-04-06,501,6:26:00 AM,Friday,Queen and Connaught,Mechanical,5,10,E/B,4236
2018-04-06,512,7:53:00 AM,Friday,Oakwood and St Clair,Held By,9,12,E/B,4447
2018-04-06,501,8:25:00 AM,Friday,Queen and Connaught,Mechanical,6,12,E/B,4187
2018-04-06,505,8:32:00 AM,Friday,Dundas Route,General Delay,4,8,W/B,
2018-04-06,510,9:08:00 AM,Friday,Spadina Station,Mechanical,4,8,S/B,4403
2018-04-06,505,9:14:00 AM,Friday,Dundas at Parliament,Mechanical,4,8,W/B,8352
2018-04-06,501,10:39:00 AM,Friday,Neville park loop,Mechanical,6,12,W/B,4243
2018-04-06,501,11:44:00 AM,Friday,Queen and Woodbine,Investigation,6,12,W/B,4187
2018-04-06,504,11:55:00 AM,Friday,King and Shaw,Mechanical,5,10,E/B,4101
2018-04-06,504,12:42:00 PM,Friday,Roncy and Howard Park,Investigation,0,0,W/B,4021
2018-04-06,511,2:40:00 PM,Friday,bathurst/lennox,Investigation,30,35,B/W,4178
2018-04-06,504,3:50:00 PM,Friday,Russell Yard,Late Leaving Garage,4,8,W/B,4180
2018-04-06,501,4:34:00 PM,Friday,Connaught and Queen,Mechanical,4,9,W/B,4229
2018-04-06,501,4:57:00 PM,Friday,Simcoe and Queen,General Delay,14,18,W/B,4228
2018-04-06,512,5:05:00 PM,Friday,`St. Clair and Winona,Mechanical,5,10,W/B,4144
2018-04-06,501,5:19:00 PM,Friday,Connaught and Queen,Mechanical,4,9,W/B,4228
2018-04-06,502,5:22:00 PM,Friday,Queen and Jarvis,Investigation,12,24,W/B,7771
2018-04-06,511,5:23:00 PM,Friday,bathurst/ dundas to college,Emergency Services,156,161,B/W,4178
2018-04-06,506,5:25:00 PM,Friday,Carlton and Jarvis,Investigation,6,12,33,8960
2018-04-06,505,5:26:00 PM,Friday,dundas/densen,Mechanical,4,8,E/B,8359
2018-04-06,506,5:48:00 PM,Friday,College/Bathurst,Utilized Off Route,5,10,W/B,8169
2018-04-06,505,6:07:00 PM,Friday,cne to union,General Delay,7,12,B/W,4456
2018-04-06,509,6:07:00 PM,Friday,bathurst/fleet,Mechanical,7,12,E/B,4456
2018-04-06,501,6:17:00 PM,Friday,Queen and Tecumseth,Mechanical,5,9,E/B,4190
2018-04-06,501,6:32:00 PM,Friday,Queen and Church,Mechanical,5,10,W/B,4039
2018-04-06,501,7:04:00 PM,Friday,Humber Loop,Mechanical,5,10,W/B,4232
2018-04-06,501,7:12:00 PM,Friday,Queen and Connaught,Mechanical,4,8,E/B,4249
2018-04-06,512,7:39:00 PM,Friday,St. Clair and Oakwood,Held By,8,13,E/B,4457
2018-04-06,504,7:42:00 PM,Friday,King/Church,Investigation,56,60,W/B,4184
2018-04-07,505,12:40:00 AM,Saturday,dundas/parlament,Investigation,10,20,W/B,1802
2018-04-07,510,1:22:00 AM,Saturday,Spadina Lakeshore,Held By,8,16,N/B,4417
